pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,pizza_size
63,24,bbq_ckn_m,1,1/1/2015,14:23:01,"16,75",M
64,24,ital_cpcllo_m,1,1/1/2015,14:23:01,16,M
65,24,pepperoni_m,1,1/1/2015,14:23:01,"12,5",M
66,24,prsc_argla_s,1,1/1/2015,14:23:01,"12,5",S
67,25,sicilian_m,1,1/1/2015,14:44:44,"16,25",M
68,25,thai_ckn_l,1,1/1/2015,14:44:44,"20,75",L
69,26,classic_dlx_s,1,1/1/2015,14:54:26,12,S
70,26,veggie_veg_l,1,1/1/2015,14:54:26,"20,25",L
71,27,bbq_ckn_l,1,1/1/2015,15:11:17,"20,75",L
72,27,classic_dlx_m,1,1/1/2015,15:11:17,16,M
73,27,spinach_fet_l,1,1/1/2015,15:11:17,"20,25",L
74,28,ckn_alfredo_s,1,1/1/2015,15:35:46,"12,75",S
75,29,green_garden_s,1,1/1/2015,15:41:01,12,S
76,30,thai_ckn_l,1,1/1/2015,15:41:25,"20,75",L
77,31,mexicana_m,1,1/1/2015,15:50:18,16,M
78,31,pepperoni_s,1,1/1/2015,15:50:18,"9,75",S
79,32,big_meat_s,1,1/1/2015,15:53:18,12,S
80,32,green_garden_l,1,1/1/2015,15:53:18,"20,25",L
81,32,ital_cpcllo_l,1,1/1/2015,15:53:18,"20,5",L
82,32,ital_supr_m,1,1/1/2015,15:53:18,"16,5",M
83,33,bbq_ckn_l,1,1/1/2015,15:54:08,"20,75",L
84,33,green_garden_s,1,1/1/2015,15:54:08,12,S
85,34,the_greek_s,1,1/1/2015,16:21:21,12,S
86,35,green_garden_m,1,1/1/2015,16:32:04,16,M
87,35,pep_msh_pep_l,1,1/1/2015,16:32:04,"17,5",L
88,35,pepperoni_m,1,1/1/2015,16:32:04,"12,5",M
89,35,thai_ckn_l,1,1/1/2015,16:32:04,"20,75",L
90,36,bbq_ckn_m,1,1/1/2015,16:54:09,"16,75",M
91,36,classic_dlx_m,1,1/1/2015,16:54:09,16,M
92,37,ital_supr_l,1,1/1/2015,16:56:09,"20,75",L
93,37,mexicana_l,1,1/1/2015,16:56:09,"20,25",L
94,38,hawaiian_s,1,1/1/2015,17:03:00,"10,5",S
95,38,ital_cpcllo_l,1,1/1/2015,17:03:00,"20,5",L
96,39,ital_supr_l,1,1/1/2015,17:07:23,"20,75",L
97,40,four_cheese_l,1,1/1/2015,17:14:36,"17,95",L
98,40,southw_ckn_s,1,1/1/2015,17:14:36,"12,75",S
99,41,four_cheese_m,1,1/1/2015,17:15:20,"14,75",M
100,41,green_garden_s,1,1/1/2015,17:15:20,12,S
101,42,big_meat_s,1,1/1/2015,17:28:09,12,S
102,42,five_cheese_l,1,1/1/2015,17:28:09,"18,5",L
103,42,mexicana_l,1,1/1/2015,17:28:09,"20,25",L
104,42,peppr_salami_m,1,1/1/2015,17:28:09,"16,5",M
105,43,ckn_alfredo_m,1,1/1/2015,17:38:34,"16,75",M
106,43,ital_supr_m,1,1/1/2015,17:38:34,"16,5",M
107,43,peppr_salami_l,1,1/1/2015,17:38:34,"20,75",L
108,44,spin_pesto_s,1,1/1/2015,17:54:20,"12,5",S
109,45,four_cheese_l,1,1/1/2015,17:55:48,"17,95",L
110,45,hawaiian_s,1,1/1/2015,17:55:48,"10,5",S
111,45,thai_ckn_m,1,1/1/2015,17:55:48,"16,75",M
112,46,ckn_pesto_l,1,1/1/2015,18:25:51,"20,75",L
113,46,classic_dlx_l,1,1/1/2015,18:25:51,"20,5",L
114,46,thai_ckn_m,1,1/1/2015,18:25:51,"16,75",M
115,47,southw_ckn_l,1,1/1/2015,18:26:34,"20,75",L
116,47,veggie_veg_s,1,1/1/2015,18:26:34,12,S
117,48,ckn_pesto_m,1,1/1/2015,18:26:42,"16,75",M
118,48,green_garden_s,1,1/1/2015,18:26:42,12,S
119,48,prsc_argla_l,1,1/1/2015,18:26:42,"20,75",L
120,48,spicy_ital_l,1,1/1/2015,18:26:42,"20,75",L
121,49,sicilian_l,1,1/1/2015,18:33:00,"20,25",L
122,50,the_greek_xl,1,1/1/2015,18:41:01,"25,5",XL
123,51,bbq_ckn_l,1,1/1/2015,18:48:28,"20,75",L
124,51,pep_msh_pep_l,1,1/1/2015,18:48:28,"17,5",L
125,52,hawaiian_l,1,1/1/2015,18:53:02,"16,5",L
126,52,mexicana_l,1,1/1/2015,18:53:02,"20,25",L
127,52,spicy_ital_l,1,1/1/2015,18:53:02,"20,75",L
128,53,pep_msh_pep_s,1,1/1/2015,18:54:17,11,S
129,53,spinach_supr_m,1,1/1/2015,18:54:17,"16,5",M
130,54,prsc_argla_m,1,1/1/2015,19:01:45,"16,5",M
131,54,thai_ckn_l,1,1/1/2015,19:01:45,"20,75",L
132,55,peppr_salami_s,1,1/1/2015,19:03:19,"12,5",S
133,55,spicy_ital_l,1,1/1/2015,19:03:19,"20,75",L
134,56,classic_dlx_m,1,1/1/2015,19:07:00,16,M
135,56,mediterraneo_l,1,1/1/2015,19:07:00,"20,25",L
136,56,southw_ckn_m,1,1/1/2015,19:07:00,"16,75",M
137,57,classic_dlx_m,1,1/1/2015,19:10:51,16,M
138,58,five_cheese_l,1,1/1/2015,19:30:40,"18,5",L
139,58,pepperoni_m,1,1/1/2015,19:30:40,"12,5",M
140,59,ital_veggie_s,1,1/1/2015,19:40:08,"12,75",S
141,59,pep_msh_pep_s,1,1/1/2015,19:40:08,11,S
142,59,pepperoni_l,1,1/1/2015,19:40:08,"15,25",L
143,60,ckn_pesto_l,1,1/1/2015,20:05:16,"20,75",L
144,60,four_cheese_m,1,1/1/2015,20:05:16,"14,75",M
145,61,bbq_ckn_m,1,1/1/2015,20:08:43,"16,75",M
146,61,ital_supr_l,1,1/1/2015,20:08:43,"20,75",L
147,62,bbq_ckn_m,1,1/1/2015,20:50:16,"16,75",M
148,62,spinach_supr_m,1,1/1/2015,20:50:16,"16,5",M
149,63,pep_msh_pep_m,1,1/1/2015,20:51:42,"14,5",M
150,64,big_meat_s,1,1/1/2015,20:52:08,12,S
151,65,pep_msh_pep_s,1,1/1/2015,21:16:00,11,S
152,65,sicilian_s,1,1/1/2015,21:16:00,"12,25",S
153,65,spicy_ital_s,1,1/1/2015,21:16:00,"12,5",S
154,65,spinach_supr_m,1,1/1/2015,21:16:00,"16,5",M
155,66,classic_dlx_m,1,1/1/2015,21:47:55,16,M
156,66,ital_cpcllo_m,1,1/1/2015,21:47:55,16,M
157,67,southw_ckn_l,1,1/1/2015,22:03:40,"20,75",L
158,68,classic_dlx_m,1,1/1/2015,22:07:32,16,M
159,68,ital_supr_l,1,1/1/2015,22:07:32,"20,75",L
160,68,ital_supr_m,1,1/1/2015,22:07:32,"16,5",M
161,69,bbq_ckn_l,1,1/1/2015,22:12:13,"20,75",L
162,70,ital_veggie_s,1,2/1/2015,11:38:51,"12,75",S
163,70,soppressata_l,1,2/1/2015,11:38:51,"20,75",L
164,71,thai_ckn_l,1,2/1/2015,11:40:50,"20,75",L
165,72,spinach_fet_l,1,2/1/2015,11:57:25,"20,25",L
166,73,thai_ckn_s,1,2/1/2015,11:58:56,"12,75",S
167,74,five_cheese_l,1,2/1/2015,12:01:12,"18,5",L
168,74,mexicana_l,1,2/1/2015,12:01:12,"20,25",L
169,74,spin_pesto_s,1,2/1/2015,12:01:12,"12,5",S
170,74,spinach_supr_l,1,2/1/2015,12:01:12,"20,75",L
171,75,ital_supr_s,1,2/1/2015,12:10:15,"12,5",S
172,75,mediterraneo_l,1,2/1/2015,12:10:15,"20,25",L
173,75,napolitana_l,1,2/1/2015,12:10:15,"20,5",L
174,76,big_meat_s,1,2/1/2015,12:21:17,12,S
175,76,hawaiian_l,1,2/1/2015,12:21:17,"16,5",L
176,76,ital_veggie_l,1,2/1/2015,12:21:17,21,L
177,76,spicy_ital_l,1,2/1/2015,12:21:17,"20,75",L
178,77,bbq_ckn_m,1,2/1/2015,12:22:46,"16,75",M
179,77,hawaiian_m,1,2/1/2015,12:22:46,"13,25",M
180,78,big_meat_s,1,2/1/2015,12:28:14,12,S
181,78,classic_dlx_s,1,2/1/2015,12:28:14,12,S
182,78,four_cheese_l,1,2/1/2015,12:28:14,"17,95",L
183,78,ital_cpcllo_m,1,2/1/2015,12:28:14,16,M
184,78,spicy_ital_l,3,2/1/2015,12:28:14,"20,75",L
185,78,thai_ckn_s,1,2/1/2015,12:28:14,"12,75",S
186,79,ital_cpcllo_l,1,2/1/2015,12:29:11,"20,5",L
187,79,pep_msh_pep_s,1,2/1/2015,12:29:11,11,S
188,79,thai_ckn_l,1,2/1/2015,12:29:11,"20,75",L
189,80,pepperoni_s,1,2/1/2015,12:35:38,"9,75",S
190,80,thai_ckn_m,1,2/1/2015,12:35:38,"16,75",M
191,81,thai_ckn_l,1,2/1/2015,12:40:01,"20,75",L
192,82,big_meat_s,1,2/1/2015,12:45:51,12,S
193,82,cali_ckn_m,1,2/1/2015,12:45:51,"16,75",M
194,82,spicy_ital_l,1,2/1/2015,12:45:51,"20,75",L
195,82,veggie_veg_m,1,2/1/2015,12:45:51,16,M
196,83,southw_ckn_s,1,2/1/2015,12:53:27,"12,75",S
197,84,pepperoni_l,1,2/1/2015,13:13:41,"15,25",L
198,85,classic_dlx_m,1,2/1/2015,13:34:49,16,M
199,85,classic_dlx_s,1,2/1/2015,13:34:49,12,S
200,85,ital_supr_l,1,2/1/2015,13:34:49,"20,75",L
201,85,the_greek_m,1,2/1/2015,13:34:49,16,M
202,86,hawaiian_l,1,2/1/2015,13:40:31,"16,5",L
203,87,ital_cpcllo_m,1,2/1/2015,14:01:02,16,M
204,87,mexicana_m,1,2/1/2015,14:01:02,16,M
205,87,spinach_supr_l,1,2/1/2015,14:01:02,"20,75",L
206,87,spinach_supr_s,1,2/1/2015,14:01:02,"12,5",S
207,88,five_cheese_l,1,2/1/2015,14:10:08,"18,5",L
208,89,soppressata_l,1,2/1/2015,14:30:19,"20,75",L
209,89,thai_ckn_l,1,2/1/2015,14:30:19,"20,75",L
210,90,sicilian_l,1,2/1/2015,15:08:48,"20,25",L
211,90,thai_ckn_s,1,2/1/2015,15:08:48,"12,75",S
212,91,bbq_ckn_l,2,2/1/2015,15:14:43,"20,75",L
213,91,ckn_pesto_s,1,2/1/2015,15:14:43,"12,75",S
214,91,pepperoni_s,1,2/1/2015,15:14:43,"9,75",S
215,92,bbq_ckn_m,1,2/1/2015,15:17:02,"16,75",M
216,92,ital_supr_l,1,2/1/2015,15:17:02,"20,75",L
217,92,ital_supr_m,1,2/1/2015,15:17:02,"16,5",M
218,92,ital_veggie_s,1,2/1/2015,15:17:02,"12,75",S
219,92,pepperoni_m,1,2/1/2015,15:17:02,"12,5",M
220,92,peppr_salami_m,1,2/1/2015,15:17:02,"16,5",M
221,92,spinach_fet_s,1,2/1/2015,15:17:02,12,S
222,92,spinach_supr_s,1,2/1/2015,15:17:02,"12,5",S
223,92,the_greek_m,2,2/1/2015,15:17:02,16,M
224,93,sicilian_m,1,2/1/2015,15:29:31,"16,25",M
225,94,ital_cpcllo_m,1,2/1/2015,16:17:16,16,M
226,94,southw_ckn_s,1,2/1/2015,16:17:16,"12,75",S
227,95,napolitana_s,1,2/1/2015,16:18:04,12,S
228,95,peppr_salami_l,1,2/1/2015,16:18:04,"20,75",L
229,96,napolitana_s,1,2/1/2015,16:21:20,12,S
230,97,big_meat_s,1,2/1/2015,16:45:33,12,S
231,98,classic_dlx_l,1,2/1/2015,17:18:18,"20,5",L
232,98,napolitana_l,1,2/1/2015,17:18:18,"20,5",L
233,99,ital_supr_l,1,2/1/2015,17:45:42,"20,75",L
234,100,hawaiian_l,1,2/1/2015,17:46:17,"16,5",L
235,101,cali_ckn_l,1,2/1/2015,17:51:33,"20,75",L
236,101,pepperoni_l,1,2/1/2015,17:51:33,"15,25",L
237,101,soppressata_l,1,2/1/2015,17:51:33,"20,75",L
238,101,spicy_ital_m,1,2/1/2015,17:51:33,"16,5",M
239,102,bbq_ckn_s,1,2/1/2015,17:54:04,"12,75",S
240,102,prsc_argla_s,1,2/1/2015,17:54:04,"12,5",S
241,103,spinach_supr_s,1,2/1/2015,18:02:09,"12,5",S
242,104,bbq_ckn_m,1,2/1/2015,18:02:12,"16,75",M
243,104,ckn_alfredo_m,1,2/1/2015,18:02:12,"16,75",M
244,104,ital_veggie_m,1,2/1/2015,18:02:12,"16,75",M
245,104,veggie_veg_l,1,2/1/2015,18:02:12,"20,25",L
246,105,hawaiian_s,2,2/1/2015,18:12:01,"10,5",S
247,105,pepperoni_l,1,2/1/2015,18:12:01,"15,25",L
248,105,prsc_argla_m,1,2/1/2015,18:12:01,"16,5",M
249,106,mexicana_l,1,2/1/2015,18:12:13,"20,25",L
250,106,spicy_ital_l,1,2/1/2015,18:12:13,"20,75",L
251,107,cali_ckn_l,1,2/1/2015,18:25:09,"20,75",L
252,107,ital_supr_m,1,2/1/2015,18:25:09,"16,5",M
253,107,spicy_ital_l,1,2/1/2015,18:25:09,"20,75",L
254,107,veggie_veg_l,1,2/1/2015,18:25:09,"20,25",L
255,108,classic_dlx_l,1,2/1/2015,18:25:25,"20,5",L
256,108,hawaiian_l,1,2/1/2015,18:25:25,"16,5",L
257,108,spinach_supr_l,1,2/1/2015,18:25:25,"20,75",L
258,109,ital_cpcllo_l,1,2/1/2015,18:27:50,"20,5",L
259,109,ital_supr_l,1,2/1/2015,18:27:50,"20,75",L
260,109,pepperoni_m,1,2/1/2015,18:27:50,"12,5",M
261,109,prsc_argla_l,1,2/1/2015,18:27:50,"20,75",L
262,110,big_meat_s,1,2/1/2015,18:36:19,12,S
263,110,napolitana_l,1,2/1/2015,18:36:19,"20,5",L
264,110,soppressata_l,1,2/1/2015,18:36:19,"20,75",L
265,110,spicy_ital_s,1,2/1/2015,18:36:19,"12,5",S
266,111,cali_ckn_m,1,2/1/2015,18:38:01,"16,75",M
267,111,five_cheese_l,1,2/1/2015,18:38:01,"18,5",L
268,111,pepperoni_m,1,2/1/2015,18:38:01,"12,5",M
269,111,spin_pesto_l,1,2/1/2015,18:38:01,"20,75",L
270,112,pepperoni_s,1,2/1/2015,18:41:40,"9,75",S
271,113,cali_ckn_l,1,2/1/2015,18:50:21,"20,75",L
272,113,mexicana_l,1,2/1/2015,18:50:21,"20,25",L
273,113,southw_ckn_m,1,2/1/2015,18:50:21,"16,75",M
274,114,pepperoni_l,1,2/1/2015,18:59:32,"15,25",L
275,114,sicilian_s,1,2/1/2015,18:59:32,"12,25",S
276,115,big_meat_s,1,2/1/2015,19:05:17,12,S
277,115,napolitana_l,1,2/1/2015,19:05:17,"20,5",L
278,115,thai_ckn_m,1,2/1/2015,19:05:17,"16,75",M
279,116,five_cheese_l,1,2/1/2015,19:18:49,"18,5",L
280,117,peppr_salami_m,1,2/1/2015,19:23:02,"16,5",M
281,117,sicilian_l,1,2/1/2015,19:23:02,"20,25",L
282,118,prsc_argla_l,1,2/1/2015,19:26:59,"20,75",L
283,118,spinach_fet_s,1,2/1/2015,19:26:59,12,S
284,119,four_cheese_m,1,2/1/2015,19:32:29,"14,75",M
285,120,classic_dlx_s,1,2/1/2015,19:35:07,12,S
286,120,hawaiian_s,1,2/1/2015,19:35:07,"10,5",S
287,120,spinach_fet_l,1,2/1/2015,19:35:07,"20,25",L
288,121,bbq_ckn_m,1,2/1/2015,19:38:48,"16,75",M
289,121,four_cheese_l,1,2/1/2015,19:38:48,"17,95",L
290,121,sicilian_l,1,2/1/2015,19:38:48,"20,25",L
291,121,southw_ckn_l,1,2/1/2015,19:38:48,"20,75",L
292,122,ital_supr_m,1,2/1/2015,19:50:19,"16,5",M
293,123,ital_cpcllo_s,1,2/1/2015,20:12:09,12,S
294,124,bbq_ckn_s,1,2/1/2015,20:12:34,"12,75",S
295,124,sicilian_l,1,2/1/2015,20:12:34,"20,25",L
296,124,spicy_ital_l,1,2/1/2015,20:12:34,"20,75",L
297,124,the_greek_s,1,2/1/2015,20:12:34,12,S
298,125,the_greek_xl,1,2/1/2015,20:31:06,"25,5",XL
299,126,veggie_veg_l,1,2/1/2015,20:53:42,"20,25",L
300,127,pepperoni_m,1,2/1/2015,20:58:23,"12,5",M
301,128,spicy_ital_s,1,2/1/2015,21:05:06,"12,5",S
302,129,big_meat_s,1,2/1/2015,21:13:02,12,S
303,129,the_greek_m,1,2/1/2015,21:13:02,16,M
304,130,hawaiian_s,1,2/1/2015,21:14:55,"10,5",S
305,130,ital_cpcllo_l,1,2/1/2015,21:14:55,"20,5",L
306,130,mexicana_m,1,2/1/2015,21:14:55,16,M
307,130,southw_ckn_s,1,2/1/2015,21:14:55,"12,75",S
308,131,ckn_pesto_l,1,2/1/2015,21:33:10,"20,75",L
309,131,five_cheese_l,1,2/1/2015,21:33:10,"18,5",L
310,131,green_garden_s,1,2/1/2015,21:33:10,12,S
311,131,spinach_supr_s,1,2/1/2015,21:33:10,"12,5",S
312,132,pepperoni_s,1,2/1/2015,21:42:45,"9,75",S
313,133,bbq_ckn_l,1,2/1/2015,22:00:17,"20,75",L
314,133,hawaiian_l,1,2/1/2015,22:00:17,"16,5",L
315,133,the_greek_s,1,2/1/2015,22:00:17,12,S
316,134,big_meat_s,1,2/1/2015,22:13:24,12,S
317,134,southw_ckn_l,1,2/1/2015,22:13:24,"20,75",L
318,134,spinach_supr_s,1,2/1/2015,22:13:24,"12,5",S
319,135,veggie_veg_l,1,2/1/2015,22:29:34,"20,25",L
320,136,five_cheese_l,1,2/1/2015,22:32:49,"18,5",L
321,136,peppr_salami_s,1,2/1/2015,22:32:49,"12,5",S
322,137,mediterraneo_l,1,3/1/2015,11:34:10,"20,25",L
323,137,pepperoni_s,1,3/1/2015,11:34:10,"9,75",S
324,137,spicy_ital_m,1,3/1/2015,11:34:10,"16,5",M
325,138,cali_ckn_m,1,3/1/2015,11:44:50,"16,75",M
326,138,four_cheese_l,1,3/1/2015,11:44:50,"17,95",L
327,138,ital_veggie_l,1,3/1/2015,11:44:50,21,L
328,138,sicilian_m,1,3/1/2015,11:44:50,"16,25",M
329,139,five_cheese_l,1,3/1/2015,11:57:39,"18,5",L
330,140,prsc_argla_s,1,3/1/2015,12:26:44,"12,5",S
331,140,veggie_veg_m,1,3/1/2015,12:26:44,16,M
332,141,classic_dlx_m,1,3/1/2015,13:16:01,16,M
333,142,green_garden_m,1,3/1/2015,13:33:59,16,M
334,143,cali_ckn_s,1,3/1/2015,13:41:36,"12,75",S
335,143,classic_dlx_s,1,3/1/2015,13:41:36,12,S
336,143,hawaiian_l,1,3/1/2015,13:41:36,"16,5",L
337,143,mexicana_m,1,3/1/2015,13:41:36,16,M
338,143,pepperoni_l,1,3/1/2015,13:41:36,"15,25",L
339,143,prsc_argla_s,1,3/1/2015,13:41:36,"12,5",S
340,143,thai_ckn_l,1,3/1/2015,13:41:36,"20,75",L
341,143,veggie_veg_m,1,3/1/2015,13:41:36,16,M
342,144,bbq_ckn_m,3,3/1/2015,13:44:28,"16,75",M
343,144,big_meat_s,1,3/1/2015,13:44:28,12,S
344,144,cali_ckn_l,1,3/1/2015,13:44:28,"20,75",L
345,144,ckn_pesto_m,1,3/1/2015,13:44:28,"16,75",M
346,144,five_cheese_l,1,3/1/2015,13:44:28,"18,5",L
347,144,four_cheese_l,1,3/1/2015,13:44:28,"17,95",L
348,144,pep_msh_pep_s,1,3/1/2015,13:44:28,11,S
349,144,southw_ckn_l,1,3/1/2015,13:44:28,"20,75",L
350,144,southw_ckn_s,1,3/1/2015,13:44:28,"12,75",S
351,144,spicy_ital_l,1,3/1/2015,13:44:28,"20,75",L
352,144,thai_ckn_m,1,3/1/2015,13:44:28,"16,75",M
353,144,veggie_veg_l,1,3/1/2015,13:44:28,"20,25",L
354,145,the_greek_s,1,3/1/2015,13:53:48,12,S
355,146,cali_ckn_l,1,3/1/2015,14:22:10,"20,75",L
356,146,four_cheese_m,1,3/1/2015,14:22:10,"14,75",M
357,146,hawaiian_m,1,3/1/2015,14:22:10,"13,25",M
358,147,the_greek_xl,1,3/1/2015,14:32:51,"25,5",XL
359,148,mediterraneo_s,1,3/1/2015,14:40:42,12,S
360,149,spinach_fet_m,1,3/1/2015,14:48:45,16,M
361,150,pepperoni_m,1,3/1/2015,14:49:58,"12,5",M
362,151,southw_ckn_l,1,3/1/2015,15:09:34,"20,75",L
363,151,spinach_supr_s,1,3/1/2015,15:09:34,"12,5",S
364,152,hawaiian_s,1,3/1/2015,15:09:42,"10,5",S
365,152,spinach_fet_l,1,3/1/2015,15:09:42,"20,25",L
366,152,thai_ckn_s,1,3/1/2015,15:09:42,"12,75",S
367,152,the_greek_m,1,3/1/2015,15:09:42,16,M
368,153,mexicana_m,1,3/1/2015,15:16:34,16,M
369,154,prsc_argla_s,1,3/1/2015,15:22:43,"12,5",S
370,155,ckn_pesto_s,1,3/1/2015,15:28:59,"12,75",S
371,155,napolitana_l,1,3/1/2015,15:28:59,"20,5",L
372,155,pepperoni_l,1,3/1/2015,15:28:59,"15,25",L
373,155,peppr_salami_l,1,3/1/2015,15:28:59,"20,75",L
374,156,napolitana_m,1,3/1/2015,15:42:19,16,M
375,156,thai_ckn_l,1,3/1/2015,15:42:19,"20,75",L
376,157,ital_supr_l,1,3/1/2015,15:43:03,"20,75",L
377,157,mediterraneo_m,1,3/1/2015,15:43:03,16,M
378,157,sicilian_m,1,3/1/2015,15:43:03,"16,25",M
379,157,spin_pesto_m,1,3/1/2015,15:43:03,"16,5",M
380,158,ital_veggie_m,1,3/1/2015,15:54:30,"16,75",M
381,158,thai_ckn_m,1,3/1/2015,15:54:30,"16,75",M
382,159,four_cheese_l,1,3/1/2015,15:59:22,"17,95",L
383,159,thai_ckn_m,1,3/1/2015,15:59:22,"16,75",M
384,160,classic_dlx_m,1,3/1/2015,16:35:33,16,M
385,161,hawaiian_s,1,3/1/2015,16:43:46,"10,5",S
386,161,spicy_ital_m,1,3/1/2015,16:43:46,"16,5",M
387,161,the_greek_xl,1,3/1/2015,16:43:46,"25,5",XL
388,162,big_meat_s,1,3/1/2015,16:51:22,12,S
389,163,hawaiian_m,1,3/1/2015,16:54:54,"13,25",M
390,163,pepperoni_l,1,3/1/2015,16:54:54,"15,25",L
391,163,the_greek_m,1,3/1/2015,16:54:54,16,M
392,164,cali_ckn_l,1,3/1/2015,16:56:33,"20,75",L
393,164,pepperoni_m,1,3/1/2015,16:56:33,"12,5",M
394,165,prsc_argla_m,1,3/1/2015,16:57:37,"16,5",M
395,166,prsc_argla_s,1,3/1/2015,16:58:51,"12,5",S
396,167,bbq_ckn_l,1,3/1/2015,17:00:49,"20,75",L
397,167,ital_supr_m,1,3/1/2015,17:00:49,"16,5",M
398,167,pepperoni_m,1,3/1/2015,17:00:49,"12,5",M
399,168,big_meat_s,1,3/1/2015,17:02:27,12,S
400,168,veggie_veg_m,1,3/1/2015,17:02:27,16,M
401,169,four_cheese_l,1,3/1/2015,17:15:48,"17,95",L
402,169,ital_cpcllo_s,1,3/1/2015,17:15:48,12,S
403,169,sicilian_m,1,3/1/2015,17:15:48,"16,25",M
404,170,hawaiian_l,1,3/1/2015,17:21:31,"16,5",L
405,171,napolitana_m,1,3/1/2015,17:23:03,16,M
406,172,napolitana_s,1,3/1/2015,17:29:24,12,S
407,172,spinach_supr_m,1,3/1/2015,17:29:24,"16,5",M
408,172,thai_ckn_l,1,3/1/2015,17:29:24,"20,75",L
409,173,cali_ckn_m,1,3/1/2015,17:35:30,"16,75",M
410,173,classic_dlx_m,1,3/1/2015,17:35:30,16,M
